cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
1571776,CHERRY HILL MORTGAGE INVESTMENT CORP,905372,NYSE,NYSE,NYSE,CHMI,6798,Real Estate Investment Trusts
1571804,GREEN VISION BIOTECHNOLOGY CORP.,905783,OTC Markets,OTC Pink Current,OTC,GVBT,2870,Agricultural Chemicals
1571919,"SBH ASSOCIATES, INC.",901885,,,,,8742,Services-Management Consulting Services
1571949,"INTERCONTINENTAL EXCHANGE, INC.",902391,NYSE,NYSE,NYSE,ICE,6200,"Security and Commodity Brokers, Dealers, Exchanges and Services"
1571996,DELL TECHNOLOGIES INC,911387,NYSE,NYSE,NYSE,DVMT,3571,Electronic Computers
1572317,"UNEEQO, INC.",903080,OTC Markets,OTC Pink Current,OTC,UNEQ,1000,Metal Mining
1572334,VIRGINIA NATIONAL BANKSHARES CORP,902891,OTC Markets,OTCQX U.S. Premier,OTC,VABK,6021,National Commercial Banks
1572384,"RESORT SAVERS, INC.",902617,OTC Markets,OTC Pink Current,OTC,RSSV,7990,Services-Miscellaneous Amusement and Recreation
1572386,GREENWAY TECHNOLOGIES INC,914345,OTC Markets,OTCQB,OTC,UMED,2090,Miscellaneous Food Preparations and Kindred Products
1572422,"SOUNDSTORM DIGITAL, INC.",908075,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
1572552,"ASTERIAS BIOTHERAPEUTICS, INC.",903542,NYSE,NYSE MKT,NYSE MKT,AST,2836,"Biological Products, (No Diagnostic Substances)"
1572557,"WAYPOINT HOMES REALTY TRUST, INC.",907070,,,,,6798,Real Estate Investment Trusts
1572565,INDOOR HARVEST CORP,906026,OTC Markets,OTCQB,OTC,INQD,3590,Miscellaneous Industrial and Commercial Machinery and Equipment
1572621,GRANA & MONTERO S.A.A.,907957,NYSE,NYSE,NYSE,GRAM,1600,Heavy Construction Other Than Bldg Const - Contractors
1572684,"UCP, INC.",903649,,,,,1531,Operative Builders
1572694,"GOLDMAN SACHS BDC, INC.",903223,NYSE,NYSE,NYSE,GSBD,,
1572699,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",906390,,,,,8200,Services-Educational Services
1572819,BAY BRIDGE FOOD & PRODUCE CO,903103,,,,,100,Agricultural Production-Crops
1572840,"SOUTH BEACH SPIRITS, INC.",904109,OTC Markets,OTC Pink Limited,OTC,SBES,6531,Real Estate Agents and Managers (For Others)
1572910,PHILLIPS 66 PARTNERS LP,903039,NYSE,NYSE,NYSE,PSXP,4610,Pipe Lines (No Natural Gas)
1573097,"HD SUPPLY HOLDINGS, INC.",904230,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,HDS,5000,Wholesale-Durable Goods
1573166,"JONES ENERGY, INC.",907504,NYSE,NYSE,NYSE,JONE,1311,Crude Petroleum and Natural Gas
1573516,MURPHY USA INC.,905843,NYSE,NYSE,NYSE,MUSA,5500,Retail-Auto Dealers and Gasoline Stations
1573590,FIRST XERIS CORP.,904860,OTC Markets,OTC Pink No Information,OTC,FXER,700,Agricultural Services
1573683,"FANTEX, INC.",918002,OTC,Grey Market,OTC,BRKSL,7389,"Services-Business Services, Not Elsewhere Classified"
1573766,"EBULLION, INC.",904701,OTC Markets,OTCQB,OTC,EBML,6221,Commodity Contracts Brokers and Dealers
1574085,"ASHFORD HOSPITALITY PRIME, INC.",908915,NYSE,NYSE,NYSE,AHP,6798,Real Estate Investment Trusts
1574097,"MAIDEN LANE JEWELRY, LTD.",904350,OTC Markets,OTC Pink No Information,OTC,MDNL,3911,"Jewelry, Precious Metal"
1574111,PROSENSA HOLDING N.V. IN LIQUIDATIE,907404,,,,,2834,Pharmaceutical Preparations
1574147,RD&G HOLDINGS CORP,911185,,,,,2300,Apparel and Other Finished Products of Fabrics and Similar Mater
1574186,"ZERO GRAVITY SOLUTIONS, INC.",904194,OTC Markets,OTC Pink Current,OTC,ZGSI,700,Agricultural Services
1574197,"FIVE POINT HOLDINGS, LLC",904276,NYSE,NYSE,NYSE,FPH,6500,Real estate
1574235,"PULMATRIX, INC.",912970,NASDAQ,NASDAQ Global Market,Nasdaq Capital Market,PULM,2834,Pharmaceutical Preparations
1574300,"CONTENT CHECKED HOLDINGS, INC.",913662,OTC Markets,OTCQB,OTC,CNCK,7372,Services-Prepackaged Software
1574459,KEEK INC.,904428,,,,,,
1574460,STRAIGHT PATH COMMUNICATIONS INC.,905801,NYSE,NYSE MKT,NYSE MKT,STRP,4812,Radiotelephone Communications
1574532,"WCI COMMUNITIES, INC.",907415,,,,,1531,Operative Builders
1574540,PHYSICIANS REALTY TRUST,907406,NYSE,NYSE,NYSE,DOC,6798,Real Estate Investment Trusts
1574565,EVOGENE LTD.,916214,NYSE,NYSE,Nasdaq Global Market,EVGN,2870,Agricultural Chemicals
1574596,NEW HOME CO INC.,908836,NYSE,NYSE,NYSE,NWHM,1531,Operative Builders
1574648,ATHLON ENERGY INC.,908050,,,,,1311,Crude Petroleum and Natural Gas
1574676,"GALENFEHA, INC.",904611,OTC Markets,OTC Pink Current,OTC,GLFH,8711,Services-Engineering Services
1574719,"ANDY BUSINESS CONGLOMERATE, USA",908179,,,,,7380,Services-Miscellaneous Business Services
1574774,"BIOTELEMETRY, INC.",904857,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BEAT,8093,"Services-Specialty Outpatient Facilities, Not Elsewhere Classifi"
1574815,"BMC STOCK HOLDINGS, INC.",908837,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BMCH,5211,Retail-Lumber and Other Building Materials Dealers
1574856,TARGET ENERGY LIMITED/ADR,905178,OTC Markets,OTCQX International,OTC,TEXQY,8880,American Depositary Receipts
1574863,"DRONE GUARDER, INC.",905111,OTC Markets,OTC Pink Current,OTC,DRNG,7363,Services-Help Supply Services
1574910,SUCCESS ENTERTAINMENT GROUP INTERNATIONAL INC.,905898,OTC Markets,OTC Pink Current,OTC,SEGN,7990,Services-Miscellaneous Amusement and Recreation
1574946,"SOELLINGEN ADVISORY GROUP, INC.",904986,OTC Markets,OTC Pink Limited,OTC,SLLV,8742,Services-Management Consulting Services
1574963,"WORLD POINT TERMINALS, LP",908931,,,,,5171,Wholesale-Petroleum Bulk Stations and Terminals
1574969,MICROPHASE CORP,904858,,,,,3679,"Electronic Components, Not Elsewhere Classified"
1575051,CINER RESOURCES LP,910259,NYSE,NYSE,NYSE,CINR,1400,Mining and Quarrying Of Nonmetallic Minerals (No Fuels)
1575142,"BIOADAPTIVES, INC.",905726,OTC Markets,OTC Pink Current,OTC,BDPT,6770,Blank Checks
1575189,"MATCH GROUP, INC.",905768,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,MTCH,7370,"Services-Computer Programming, Data Processing, Etc."
1575259,FORTUNE CAPITAL FINANCIAL HOLDING CORP.,908947,OTC Markets,OTC Pink Limited,OTC,FQJK,8742,Services-Management Consulting Services
1575295,COSMO VENTURES INC,907431,,,,,5961,Retail-Catalog and Mail-Order Houses
1575311,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,905213,NYSE,NYSE,NYSE,DTLA.,6798,Real Estate Investment Trusts
1575345,ENVOY GROUP CORP.,907222,OTC Markets,OTC Pink Current,OTC,ENVV,8050,Services-Nursing and Personal Care Facilities
1575359,KISMET INC,907620,,,,,7370,"Services-Computer Programming, Data Processing, Etc."
1575360,"FTD COMPANIES, INC.",905478,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FTD,5960,Retail-Nonstore Retailers
1575420,MJP INTERNATIONAL LTD.,905248,OTC Markets,OTC Pink Current,OTC,MJPI,3640,Electric Lighting And Wiring Equipment
1575438,"ETRE REIT, LLC",928242,,,,,6798,Real Estate Investment Trusts
1575515,"SPROUTS FARMERS MARKET, INC.",906187,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SFM,5411,Retail-Grocery Stores
1575571,LIN MEDIA LLC,905665,,,,,4833,Television Broadcasting Stations
1575599,"AZURE MIDSTREAM PARTNERS, LP",909732,,,,,4922,Natural Gas Transmission
1575631,METALS X LTD,905540,OTC Markets,OTCQX International,OTC,MLXEF,,
1575659,"HOLLY BROTHERS PICTURES, INC.",907212,OTC Markets,OTC Pink Current,OTC,HLLY,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
1575698,CLAIRE'S INC.,905784,,,,,5600,Retail-Apparel and Accessory Stores
1575793,ENERGOUS CORP,907097,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,WATT,3663,Radio and Television Broadcasting and Communications Equipment
1575810,CYRUSONE LP,905981,,,,,6798,Real Estate Investment Trusts
1575828,FRANK'S INTERNATIONAL N.V.,906328,NYSE,NYSE,NYSE,FI,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
1575858,PUREBASE CORP,906440,OTC Markets,OTCQB,OTC,PUBC,7380,Services-Miscellaneous Business Services
1575878,"CITY VENTURES, INC.",909045,,,,,1531,Operative Builders
1575879,CAESARS ACQUISITION CO,910393,,,,,7011,Hotels and Motels
1575913,"GOLDEN EDGE ENTERTAINMENT, INC.",907061,OTC Markets,OTC Pink Limited,OTC,LRGR,7200,Services-Personal Services
1575965,"GAMING & LEISURE PROPERTIES, INC.",906569,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,GLPI,6798,Real Estate Investment Trusts
1575969,AVIANCA HOLDINGS S.A.,915952,NYSE,NYSE,NYSE,AVH,4512,"Air Transportation, Scheduled"
1575975,MADISON VENTURES INC.,907117,OTC Markets,OTC Pink Current,OTC,MAVT,1000,Metal Mining
1575988,SILVER EAGLE ACQUISITION CORP.,909251,,,,,6770,Blank Checks
1576018,THIRD POINT REINSURANCE LTD.,910805,NYSE,NYSE,NYSE,TPRE,6331,"Fire, Marine and Casualty Insurance"
1576044,ANDEAVOR MIDSTREAM PARTNERS LP,906174,,,,,4922,Natural Gas Transmission
1576169,"BENEFITFOCUS,INC.",913349,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,BNFT,7372,Services-Prepackaged Software
1576197,"STRATEGIC ENVIRONMENTAL & ENERGY RESOURCES, INC.",907050,OTC Markets,OTCQB,OTC,SENR,4955,Hazardous Waste Management
1576263,"MIRATI THERAPEUTICS, INC.",906332,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,MRTX,2834,Pharmaceutical Preparations
1576336,"AJS BANCORP, INC.",908274,OTC Markets,OTC Pink Current,OTC,AJSB,6021,National Commercial Banks
1576427,CRITEO S.A.,915813,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CRTO,7311,Services-Advertising Agencies
1576573,GULFSTREAM CAPITAL CORP,906899,,,,,1000,Metal Mining
1576575,"GAMING ENTERTAINMENT INTERNATIONAL, INC.",908626,,,,,7011,Hotels and Motels
1576678,"MYCAUSE BEVERAGES, INC.",906473,,,,,5140,Wholesale-Groceries and Related Products
1576724,VILACTO BIO INC.,906580,OTC Markets,OTC Pink Current,OTC,VIBI,7372,Services-Prepackaged Software
1576778,"UBL INTERACTIVE,INC.",906557,OTC Markets,OTC Pink No Information,OTC,UBLI,7389,"Services-Business Services, Not Elsewhere Classified"
1576789,WIX.COM LTD.,916877,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,WIX,7370,"Services-Computer Programming, Data Processing, Etc."
1576873,"OROPLATA RESOURCES, INC.",907108,OTC Markets,OTC Pink Current,OTC,ORRP,1000,Metal Mining
1576914,MIX TELEMATICS LTD,910131,NYSE,NYSE,NYSE,MIXT,7372,Services-Prepackaged Software
1576915,BAVARIAN NORDIC A/S / ADR,907103,OTC Markets,OTC Pink Current,OTC,BVNRY,2836,"Biological Products, (No Diagnostic Substances)"
1576940,"CENTURY COMMUNITIES, INC.",906555,NYSE,NYSE,NYSE,CCS,1531,Operative Builders
1576942,"STITCH FIX, INC.",1035402,,,,,5961,Retail-Catalog and Mail-Order Houses
1577095,"CLUBCORP HOLDINGS, INC.",910644,NYSE,NYSE,NYSE,MYCC,7997,Services-Membership Sports and Recreation Clubs
1577189,"FLASR, INC.",907884,OTC Markets,OTC Pink Current,OTC,FLSR,3089,"Plastics Products, Not Elsewhere Classified"
1577230,"RETAIL OPPORTUNITY INVESTMENTS PARTNERSHIP, LP",907933,,,,,6798,Real Estate Investment Trusts
1577351,XY - THE FINDABLES CO,907036,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
1577368,"QTS REALTY TRUST, INC.",913694,NYSE,NYSE,NYSE,QTS,6798,Real Estate Investment Trusts
1577416,EMERALD ISLE EXPLORATIONS LTD.,909682,,,,,1000,Metal Mining
1577423,ARCO-IRIS GOLD CORP,914463,,,,,1040,Gold And Silver Ores
1577437,ARDMORE SHIPPING CORP,909839,NYSE,NYSE,NYSE,ASC,4412,Deep Sea Foreign Transportation of Freight
1577445,INTELLISENSE SOLUTIONS INC.,907603,OTC Markets,OTC Pink Current,OTC,INLL,7370,"Services-Computer Programming, Data Processing, Etc."
1577552,ALIBABA GROUP HOLDING LTD,934140,NYSE,NYSE,NYSE,BABA,7389,"Services-Business Services, Not Elsewhere Classified"
1577603,"DELANCO BANCORP, INC.",908488,OTC Markets,OTCQX U.S. Premier,OTC,DLNO,6035,"Savings Institution, Federally Chartered"
1577670,LADDER CAPITAL CORP,923107,NYSE,NYSE,NYSE,LADR,6798,Real Estate Investment Trusts
1577791,OAKTREE STRATEGIC INCOME CORP,907540,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,OCSI,,
1577882,UA GRANITE CORP,908980,OTC Markets,OTC Pink Current,OTC,UAGZ,3281,Cut Stone and Stone Products
1577898,"GREEN PARTS INTERNATIONAL, INC.",908433,OTC Markets,OTC Pink Current,OTC,GNPT,5010,Wholesale-Motor Vehicles and Motor Vehicle Parts and Supplies
1577902,"BLUTEK INNOVATIONS, CORP.",910344,,,,,,
1577916,"PREMIER, INC.",914165,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,PINC,8741,Services-Management Services
1577966,"CORPORATE OFFICE PROPERTIES, L.P.",907593,,,,,6798,Real Estate Investment Trusts
1578086,NEWPAGE HOLDINGS INC.,907736,,,,,2621,Paper Mills
1578305,"XLI TECHNOLOGIES, INC.",913654,OTC Markets,OTC Pink Current,OTC,XLIT,1040,Gold And Silver Ores
1578318,"ENVISION HEALTHCARE HOLDINGS, INC.",908664,,,,,8062,"Services-General Medical and Surgical Hospitals, Not Elsewhere C"
1578348,CM FINANCE INC,920495,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CMFN,,
1578453,DYNAGAS LNG PARTNERS LP,917529,NYSE,NYSE,NYSE,DLNG,4400,Water transportation
1578505,"HOME BANCORP WISCONSIN, INC.",909789,OTC Markets,OTC Pink Current,OTC,HWIS,6036,"Savings Institutions, Not Federally Chartered"
1578523,"IMAGE INTERNATIONAL GROUP, INC.",908835,OTC Markets,OTCQB,OTC,IMGL,1040,Gold And Silver Ores
1578526,MARINE HARVEST ASA,908217,NYSE,NYSE,OTC,MHGVY,900,"Fishing, Hunting and Trapping"
1578620,ALCENTRA CAPITAL CORP,929607,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ABDC,,
1578685,"MIDCOAST ENERGY PARTNERS, L.P.",908798,,,,,4923,Natural Gas Transmission and Distribution
1578731,HASHINGSPACE CORP,913839,,,,,8900,"Services-Services, Not Elsewhere Classified"
1578732,"MARCUS & MILLICHAP, INC.",916221,NYSE,NYSE,NYSE,MMI,6531,Real Estate Agents and Managers (For Others)
1578735,NATIONAL GENERAL HOLDINGS CORP.,908505,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,NGHC,6331,"Fire, Marine and Casualty Insurance"
1578809,ENZYMOTEC LTD.,914028,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ENZY,2833,Medicinal Chemicals and Botanical Products
1578845,ALLERGAN PLC,908938,NYSE,NYSE,NYSE,AGN,2834,Pharmaceutical Preparations
1578867,"MARY FEED & SUPPLIES, INC.",927138,,,,,5990,"Retail-Retail Stores, Not Elsewhere Classified"
1578932,OCI PARTNERS LP,908804,NYSE,NYSE,NYSE,OCIP,2800,Chemicals and Allied Products
1579010,"HISPANICA INTERNATIONAL DELIGHTS OF AMERICA, INC.",909142,OTC Markets,OTC Pink Current,OTC,HISP,2080,Beverages
1579026,TOWER ONE WIRELESS CORP.,908862,OTC,Grey Market,OTC,TOWTF,2834,Pharmaceutical Preparations
1579157,VINCE HOLDING CORP.,916301,NYSE,NYSE,NYSE,VNCE,5600,Retail-Apparel and Accessory Stores
1579173,"ALLEGIANCY, LLC",908536,,,,,6500,Real estate
1579214,"EMERALD EXPOSITIONS EVENTS, INC.",909945,NYSE,NYSE,NYSE,EEX,7389,"Services-Business Services, Not Elsewhere Classified"
1579241,ALLEGION PLC,908913,NYSE,NYSE,NYSE,ALLE,7381,"Services-Detective, Guard and Armored Car Services"
1579252,"JASON INDUSTRIES, INC.",909057,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,JASN,3990,Miscellaneous Manufacturing Industries
1579298,"BURLINGTON STORES, INC.",909685,NYSE,NYSE,NYSE,BURL,5311,Retail-Department Stores
1579346,WINKLEVOSS BITCOIN TRUST,909930,,,,,6221,Commodity Contracts Brokers and Dealers
1579412,FS INVESTMENT CORP III,918640,OTC,Grey Market,OTC,FSNV,,
1579428,"AXSOME THERAPEUTICS, INC.",909091,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,AXSM,2834,Pharmaceutical Preparations
1579471,STARWOOD WAYPOINT HOMES,919022,NYSE,NYSE,NYSE,SFR,6798,Real Estate Investment Trusts
1579541,"ORIENTAL MAGIC SOUP, INC.",909405,OTC Markets,OTC Pink Current,OTC,CQGU,3990,Miscellaneous Manufacturing Industries
1579644,SKODA VENTURES INC.,910478,,,,,5621,Retail-Women's Clothing Stores
1579684,NEW MEDIA INVESTMENT GROUP INC.,916577,NYSE,NYSE,NYSE,NEWM,2711,"Newspapers: Publishing, or Publishing and Printing"
1579695,BIOTIE THERAPIES CORP.,909527,,,,,2834,Pharmaceutical Preparations
1579717,PERK INTERNATIONAL INC.,909381,OTC Markets,OTC Pink No Information,OTC,PRKI,7311,Services-Advertising Agencies
1579823,NEW AGE BEVERAGES CORP,909639,OTC Markets,OTC Pink Current,Nasdaq Capital Market,NBEV,2082,Malt Beverages
1579877,OUTFRONT MEDIA INC.,909728,NYSE,NYSE,NYSE,OUT,6798,Real Estate Investment Trusts
1579910,RESONANT INC,909397,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,RESN,3674,Semiconductors and Related Devices
1580095,BLACK ROCK PETROLEUM CO,910278,OTC Markets,OTC Pink Current,OTC,BKRP,1381,Drilling Oil and Gas Wells
1580128,EPIGENOMICS AG,909561,OTC Markets,OTCQX International,OTC,EPGNY,,
1580149,BIOVIE INC.,909981,OTC Markets,OTC Pink Current,OTC,BIVI,2834,Pharmaceutical Preparations
1580156,HOUGHTON MIFFLIN HARCOURT CO,912184,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,HMHC,2731,"Books: Publishing, or Publishing and Printing"
1580167,ACCUSHARES TRUST I,930045,,,,,6799,"Investors, Not Elsewhere Classified"
1580185,J.G. WENTWORTH CO,917221,OTC Markets,OTCQX U.S.,OTC,JGWE,6199,Finance Services
1580262,"RIGHT ON BRANDS, INC.",909895,OTC Markets,OTCQB,OTC,RTON,7374,Services-Computer Processing and Data Preparation
1580264,MOBILE LADS CORP,909856,OTC Markets,OTC Pink Current,OTC,MOBO,7310,Services-Advertising
1580297,"WEED GROWTH FUND, INC.",909980,OTC Markets,OTC Pink Limited,OTC,WEDG,5700,"Retail-Home Furniture, Furnishings and Equipment Stores"
1580345,TRIPLEPOINT VENTURE GROWTH BDC CORP.,918450,NYSE,NYSE,NYSE,TPVG,,
1580426,DMC BEVERAGE CORP.,914177,,,,,2033,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies"
1580485,VAPETEK INC.,910100,OTC,Grey Market,OTC,VPTK,6770,Blank Checks
1580490,EVANS BREWING CO INC.,910102,OTC Markets,OTC Pink Current,OTC,ALES,2082,Malt Beverages
1580608,SANTANDER CONSUMER USA HOLDINGS INC.,910149,NYSE,NYSE,NYSE,SC,6141,Personal Credit Institutions
1580670,"LGI HOMES, INC.",914262,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,LGIH,1531,Operative Builders
1580676,"LF GEORGE HOLDINGS, INC.",912369,OTC Markets,OTC Pink Limited,OTC,LFGH,6531,Real Estate Agents and Managers (For Others)
1580732,KING DIGITAL ENTERTAINMENT PLC,927749,,,,,7372,Services-Prepackaged Software
1580808,"A10 NETWORKS, INC.",910463,NYSE,NYSE,NYSE,ATEN,3576,Computer Communications Equipment
1580836,LVYUAN GREEN BUILDING MATERIAL TECHNOLOGY CORP.,910633,OTC Markets,OTC Pink Current,OTC,LVYN,2833,Medicinal Chemicals and Botanical Products
1580883,"SWEEGEN, INC.",913154,OTC Markets,OTC Pink Current,OTC,SWEE,2860,Industrial Organic Chemicals
1580905,"INSTALLED BUILDING PRODUCTS, INC.",924085,NYSE,NYSE,NYSE,IBP,1520,General Building Contractors-Residential Buildings
1581043,"ASSOCIATED MATERIALS GROUP, INC.",910780,,,,,3089,"Plastics Products, Not Elsewhere Classified"
1581068,BRIXMOR PROPERTY GROUP INC.,911024,NYSE,NYSE,NYSE,BRX,6798,Real Estate Investment Trusts
1581091,"RE/MAX HOLDINGS, INC.",913756,NYSE,NYSE,NYSE,RMAX,6531,Real Estate Agents and Managers (For Others)
1581094,ILOADAPP,914050,,,,,7372,Services-Prepackaged Software
1581164,"EXTENDED STAY AMERICA, INC.",911193,NYSE,NYSE,NYSE,STAY,7011,Hotels and Motels
1581220,XALLES HOLDINGS INC.,911750,OTC Markets,OTC Pink Limited,OTC,XALL,6794,Patent Owners and Lessors
1581312,"CORE RESOURCE MANAGEMENT, INC.",911529,OTC Markets,OTC Pink No Information,OTC,CRMIQ,1382,Oil and Gas Field Exploration Services
1581378,"CHANGING TECHNOLOGIES, INC.",911705,OTC Markets,OTCQB,OTC,CHGT,7372,Services-Prepackaged Software
1581545,FREEDOM LEAF INC.,911233,OTC Markets,OTC Pink Current,OTC,FRLF,2741,Miscellaneous Publishing
1581607,ROI ACQUISITION CORP. II,913819,,,,,6770,Blank Checks
1581617,"RHYTHM HOLDING COMPANY, LLC",911800,,,,,2834,Pharmaceutical Preparations
1581720,"LOXO ONCOLOGY, INC.",911020,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,LOXO,2834,Pharmaceutical Preparations
1581776,"MID-AMERICA APARTMENTS, L.P.",911127,,,,,6798,Real Estate Investment Trusts
1581804,NAVIGATOR HOLDINGS LTD.,918065,NYSE,NYSE,NYSE,NVGS,4412,Deep Sea Foreign Transportation of Freight
1581834,"ESIR1,INC.",911938,,,,,1382,Oil and Gas Field Exploration Services
1581889,QUARTET MERGER CORP.,915476,,,,,4400,Water transportation
1581908,"WESTERN REFINING LOGISTICS, LP",911530,NYSE,NYSE,NYSE,WNRL,4610,Pipe Lines (No Natural Gas)
1581934,"AMERICAN CAPITAL SENIOR FLOATING, LTD.",912183,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ACSF,,
1581987,TIGENIX NV,911400,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,TIG,2834,Pharmaceutical Preparations
1581990,PLAINS GP HOLDINGS LP,911782,NYSE,NYSE,NYSE,PAGP,4610,Pipe Lines (No Natural Gas)
1582054,MILLENNIUM HEALTHCARE INC.,911518,OTC Markets,OTC Pink Limited,OTC,MHCC,5047,"Wholesale-Medical, Dental and Hospital Equipment and Supplies"
1582086,BLUE CAPITAL REINSURANCE HOLDINGS LTD.,917215,NYSE,NYSE,NYSE,BCRH,6331,"Fire, Marine and Casualty Insurance"
1582244,CORNING NATURAL GAS HOLDING CORP,912174,OTC Markets,OTCQX U.S. Premier,OTC,CNIG,4923,Natural Gas Transmission and Distribution
1582249,RASNA THERAPEUTICS INC.,915148,OTC Markets,OTCQB,OTC,RASP,2834,Pharmaceutical Preparations
1582283,OCB BANCORP,911484,,,,,,
1582292,"UNLIMITED SKY HOLDINGS, INC.",914002,,,,,6531,Real Estate Agents and Managers (For Others)
1582313,XENON PHARMACEUTICALS INC.,944198,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,XENE,2834,Pharmaceutical Preparations
1582341,"MYDX, INC.",917772,OTC Markets,OTCQB,OTC,MYDX,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
1582554,"MATINAS BIOPHARMA HOLDINGS, INC.",911502,OTC Markets,OTCQB,NYSE MKT,MTNB,2834,Pharmaceutical Preparations
1582568,PBF LOGISTICS LP,931445,NYSE,NYSE,NYSE,PBFX,4610,Pipe Lines (No Natural Gas)
1582581,VOXELJET AG,915787,NYSE,NYSE,NYSE,VJET,3555,Printing Trades Machinery and Equipment
1582586,"CHINA SOAR INFORMATION TECHNOLOGY, INC.",913975,OTC Markets,OTC Pink Current,OTC,CNRQ,6770,Blank Checks
1582589,CLONE ALGO TECHNOLOGIES INC.,912903,OTC Markets,OTC Pink No Information,OTC,CATI,7200,Services-Personal Services
1582616,"NORCRAFT COMPANIES, INC.",917286,,,,,2430,"Millwood, Veneer, Plywood, and Structural Wood Members"
1582718,"TOA OPTICAL TECH, INC.",913977,,,,,6770,Blank Checks
1582846,PETCO HOLDINGS INC,911956,,,,,5990,"Retail-Retail Stores, Not Elsewhere Classified"
1582854,"TRANSPORT AMERICA, INC.",922547,,,,,4213,Trucking (No Local)
1582919,FLITWAYS TECHNOLOGY INC.,911889,OTC Markets,OTC Pink Current,OTC,FTWS,7389,"Services-Business Services, Not Elsewhere Classified"
1582962,RICH CIGARS INC,911927,OTC,Grey Market,OTC,RCGR,2100,Tobacco Products
1582966,"CHENIERE ENERGY PARTNERS LP HOLDINGS, LLC",916159,NYSE,NYSE MKT,NYSE MKT,CQH,4924,Natural Gas Distribution
1582982,"MEDICAL TRANSCRIPTION BILLING, CORP",922876,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,MTBC,7372,Services-Prepackaged Software
1583103,VALERO ENERGY PARTNERS LP,915953,NYSE,NYSE,NYSE,VLP,4610,Pipe Lines (No Natural Gas)
1583107,"THERAVANCE BIOPHARMA, INC.",912054,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,TBPH,2834,Pharmaceutical Preparations
1583122,"LIST SOLUTIONS, INC.",913924,,,,,7331,Services-Direct Mail Advertising Services
1583127,"TRANSFER ENTERPRISES, INC.",913959,,,,,7380,Services-Miscellaneous Business Services
1583138,PULSE EVOLUTION CORP,912463,OTC Markets,OTC Pink Limited,OTC,PLFX,7819,Services-Allied To Motion Picture Production
1583163,"BORDERLESS HOLDINGS, INC.",913973,,,,,3911,"Jewelry, Precious Metal"
1583513,"STG GROUP, INC.",915709,OTC Markets,OTCQB,OTC,STGG,6770,Blank Checks
1583648,"PIERIS PHARMACEUTICALS, INC.",913859,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,PIRS,8731,Services-Commercial Physical and Biological Research
1583671,"SCIENCE TO CONSUMERS, INC.",912324,OTC Markets,OTCQB,OTC,BEUT,5122,"Wholesale-Drugs, Proprietaries and Druggists' Sundries"
1583682,ANTIBE THERAPEUTICS INC.,913046,OTC Markets,OTCQX International,OTC,ATBPF,,
1583744,ARC LOGISTICS PARTNERS LP,917000,NYSE,NYSE,NYSE,ARCX,5171,Wholesale-Petroleum Bulk Stations and Terminals
1583771,"CONTRAVIR PHARMACEUTICALS, INC.",912986,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CTRV,2834,Pharmaceutical Preparations
1583773,"IXIR PRODUCTIONS, INC.",915619,,,,,3652,Phonograph Records and Prerecorded Audio Tapes and Disks
